Order Date,Product Name,Category,Region,Quantity,Sales,Profit
4/26/2023,Tablet,Electronics,South,2,1790,442.75
10/1/2023,Tablet,Electronics,North,9,8523,978.97
2/21/2023,Headphones,Accessories,West,9,7776,677.74
3/20/2024,Mouse,Accessories,North,7,3031,417.5
10/2/2022,Camera,Electronics,South,9,4698,1262.47
6/13/2023,Keyboard,Accessories,West,9,4851,1408.41
1/22/2023,Camera,Electronics,East,6,4542,1169.16
9/21/2022,Headphones,Accessories,North,2,978,210.75
1/4/2022,Mouse,Accessories,South,9,9378,1740.97
8/6/2023,Smartwatch,Electronics,North,8,9464,2043.73
11/8/2024,Printer,Office,West,8,1720,401.26
7/11/2022,Keyboard,Accessories,West,8,4752,1124.22
10/23/2023,Keyboard,Accessories,South,4,584,127.28
7/28/2024,Camera,Electronics,North,9,4554,1031.09
7/23/2022,Tablet,Electronics,South,2,2392,483.39
11/20/2023,Camera,Electronics,South,7,3962,916.13
5/21/2023,Laptop,Electronics,North,3,1308,141.04
9/15/2023,Printer,Office,South,8,5912,1153.18
5/10/2023,Camera,Electronics,South,7,5831,1416.31
12/11/2022,Camera,Electronics,West,7,5572,690.68
8/11/2023,Monitor,Accessories,North,6,5214,1093.04
6/18/2022,Mouse,Accessories,East,9,6705,1283.78
1/28/2023,Headphones,Accessories,North,1,426,93.83
11/6/2024,Smartphone,Electronics,West,2,2204,523.82
8/25/2022,Smartphone,Electronics,North,3,2652,161.67
7/7/2023,Printer,Office,South,6,3132,919.52
6/4/2024,Printer,Office,West,5,1830,437.35
1/27/2024,Laptop,Electronics,East,9,2763,676.25
9/17/2022,Monitor,Accessories,North,8,9056,2281.97
3/10/2022,Camera,Electronics,North,7,5439,1416.62
8/1/2022,Camera,Electronics,South,6,828,47.91
10/1/2024,Smartwatch,Electronics,East,5,1910,463.07
2/19/2023,Tablet,Electronics,North,2,1874,333.86
8/2/2023,Mouse,Accessories,East,1,1032,291.41
6/26/2023,Keyboard,Accessories,East,3,3264,556.86
11/26/2022,Smartphone,Electronics,West,1,877,110.99
5/23/2022,Camera,Electronics,North,3,924,183.18
4/26/2023,Camera,Electronics,West,3,417,114.42
2/21/2024,Laptop,Electronics,West,5,2670,155.89
6/18/2024,Keyboard,Accessories,South,7,2716,512.09
5/18/2023,Headphones,Accessories,West,9,10134,1334.37
1/19/2022,Monitor,Accessories,North,5,5500,1230.98
12/7/2024,Tablet,Electronics,East,6,6228,1756.82
6/16/2024,Laptop,Electronics,West,7,1092,274.77
6/24/2023,Monitor,Accessories,West,5,3255,332.54
6/28/2022,Tablet,Electronics,West,5,5645,1320.86
3/20/2024,Smartphone,Electronics,North,9,7578,466.87
4/21/2023,Keyboard,Accessories,South,9,6282,1594.61
12/29/2024,Laptop,Electronics,South,6,2364,639.29
12/12/2023,Keyboard,Accessories,North,8,6880,1570.91
10/30/2022,Smartphone,Electronics,East,6,3288,249.02
2/1/2024,Monitor,Accessories,East,6,5292,659.58
11/6/2023,Printer,Office,North,3,3522,883.41
10/8/2022,Smartwatch,Electronics,West,2,1518,87.6
6/17/2023,Tablet,Electronics,North,7,2457,690.55
1/9/2024,Headphones,Accessories,West,1,309,62.08
1/24/2022,Monitor,Accessories,North,6,6192,717.46
6/4/2022,Camera,Electronics,East,5,4235,747.96
8/13/2022,Smartwatch,Electronics,North,9,7128,457.11
7/23/2024,Tablet,Electronics,North,5,5660,641.69
5/23/2024,Smartphone,Electronics,South,1,787,120.38
11/13/2022,Mouse,Accessories,West,3,375,107.26
8/19/2023,Camera,Electronics,South,4,296,44.79
1/1/2022,Keyboard,Accessories,East,6,6372,570.75
6/16/2024,Mouse,Accessories,West,6,2214,322.73
9/16/2024,Headphones,Accessories,South,6,2640,734.44
11/8/2023,Camera,Electronics,South,7,2240,580.47
5/6/2023,Smartwatch,Electronics,East,7,6258,1347.74
1/2/2024,Printer,Office,West,8,3816,574.57
5/15/2022,Smartwatch,Electronics,South,2,390,115.48
7/1/2024,Tablet,Electronics,South,7,630,83.28
9/1/2022,Smartphone,Electronics,South,4,3868,819.26
6/27/2023,Monitor,Accessories,North,1,777,211.31
5/28/2024,Monitor,Accessories,North,3,1347,196.59
5/17/2023,Laptop,Electronics,East,9,7272,500.32
9/28/2024,Printer,Office,North,6,5724,857.33
5/7/2022,Headphones,Accessories,West,3,312,74.8
5/18/2023,Laptop,Electronics,East,3,1947,239.63
10/9/2023,Tablet,Electronics,North,6,1128,207.97
3/5/2023,Laptop,Electronics,East,9,4158,672.32
7/4/2024,Keyboard,Accessories,East,6,2670,782.28
5/31/2024,Headphones,Accessories,East,1,85,17.71
12/10/2023,Mouse,Accessories,East,8,4136,1056.54
5/7/2022,Tablet,Electronics,North,6,4332,348.61
7/1/2024,Monitor,Accessories,North,8,1600,305.3
10/28/2023,Tablet,Electronics,East,7,5075,471.21
7/27/2022,Tablet,Electronics,South,6,4152,1065.46
5/13/2022,Printer,Office,East,7,5635,1665.01
9/16/2022,Smartwatch,Electronics,East,3,3108,220.97
10/24/2022,Smartwatch,Electronics,South,7,4270,1197.44
2/15/2023,Monitor,Accessories,West,5,1350,321.9
3/7/2024,Keyboard,Accessories,East,3,330,81.86
7/13/2022,Camera,Electronics,South,6,4260,504.82
7/31/2022,Headphones,Accessories,North,3,2712,751.52
3/26/2024,Smartphone,Electronics,West,1,328,46.23
8/13/2023,Smartphone,Electronics,West,8,7776,498.6
5/8/2022,Laptop,Electronics,East,4,2896,522.82
5/7/2023,Tablet,Electronics,North,2,1902,388.83
1/29/2022,Smartwatch,Electronics,North,7,3255,814.85
3/2/2022,Keyboard,Accessories,North,3,633,162.4
4/11/2023,Tablet,Electronics,East,7,6209,402.78
5/9/2023,Smartwatch,Electronics,East,9,4698,1167.9
7/11/2024,Smartphone,Electronics,West,8,7424,1878.07
1/26/2022,Printer,Office,East,1,498,58.3
8/30/2023,Headphones,Accessories,East,1,111,27.91
8/18/2023,Laptop,Electronics,North,8,7520,1201.4
5/31/2023,Camera,Electronics,South,1,182,30.97
2/18/2022,Mouse,Accessories,West,5,5890,309
7/17/2024,Laptop,Electronics,South,4,3244,357.55
4/26/2024,Smartphone,Electronics,South,7,5229,1058.26
10/19/2022,Smartwatch,Electronics,North,9,5202,1271.47
3/15/2022,Keyboard,Accessories,West,3,438,67.43
2/14/2023,Keyboard,Accessories,East,6,6900,1109.73
9/11/2022,Tablet,Electronics,East,3,369,36.07
1/17/2024,Laptop,Electronics,West,4,4140,1229.85
4/13/2024,Printer,Office,South,3,1086,188.65
3/3/2023,Mouse,Accessories,South,2,2134,269.53
6/16/2022,Laptop,Electronics,North,6,5310,637.81
8/20/2023,Headphones,Accessories,East,6,2748,682.8
9/18/2024,Printer,Office,South,9,3357,405.61
1/28/2023,Smartwatch,Electronics,West,9,10206,592.77
10/20/2024,Smartphone,Electronics,South,6,2970,425.9
5/18/2022,Mouse,Accessories,West,4,1208,351.47
6/19/2024,Smartwatch,Electronics,South,3,945,135.59
7/6/2022,Monitor,Accessories,East,8,7040,996.02
11/22/2023,Smartphone,Electronics,West,4,3684,1009.1
2/23/2024,Headphones,Accessories,East,2,1262,190.02
6/24/2022,Mouse,Accessories,South,3,3504,807.65
12/15/2022,Printer,Office,East,6,4464,1122.37
4/2/2024,Laptop,Electronics,East,4,1324,227.2
7/17/2023,Camera,Electronics,East,6,4140,451.27
4/3/2024,Mouse,Accessories,West,8,2384,120.28
5/2/2022,Laptop,Electronics,West,8,4624,1313.36
12/13/2023,Smartwatch,Electronics,West,6,4812,662.54
1/18/2022,Tablet,Electronics,North,6,5640,856.44
9/23/2022,Smartwatch,Electronics,West,5,1840,307.09
11/1/2024,Keyboard,Accessories,North,7,8071,435.51
10/25/2022,Keyboard,Accessories,North,3,2400,297.07
7/1/2023,Smartwatch,Electronics,East,6,3570,265.62
3/27/2022,Laptop,Electronics,East,3,1758,245.92
8/6/2023,Monitor,Accessories,North,4,3072,394.2
8/16/2023,Mouse,Accessories,South,5,2185,136.1
2/3/2023,Smartphone,Electronics,North,8,7664,1251.65
3/13/2024,Headphones,Accessories,West,5,1710,338.1
8/17/2024,Printer,Office,South,2,1878,386.28
7/22/2023,Tablet,Electronics,South,1,569,141.33
4/5/2023,Smartwatch,Electronics,West,3,1488,296.36
4/20/2024,Mouse,Accessories,West,9,9918,1956.17
12/19/2022,Smartwatch,Electronics,South,3,432,36.84
9/18/2023,Tablet,Electronics,East,9,9828,1300.68
12/28/2024,Smartwatch,Electronics,North,5,3625,245.52
5/17/2022,Smartwatch,Electronics,South,3,2187,491.13
10/24/2023,Monitor,Accessories,South,5,5105,1003.4
12/9/2022,Headphones,Accessories,South,3,1392,345.78
11/7/2022,Smartphone,Electronics,North,2,744,110.81
6/5/2023,Smartwatch,Electronics,South,4,1724,233.21
10/26/2023,Mouse,Accessories,West,5,1940,423.17
7/28/2023,Mouse,Accessories,South,4,356,59.15
5/26/2023,Monitor,Accessories,West,5,1095,269.87
12/7/2022,Tablet,Electronics,North,8,4064,543.9
11/20/2024,Smartwatch,Electronics,West,7,5453,1592.37
3/31/2024,Monitor,Accessories,South,8,7104,529.35
4/17/2024,Keyboard,Accessories,East,9,2745,660.56
5/6/2024,Camera,Electronics,North,5,1030,64.81
2/25/2023,Tablet,Electronics,North,9,8973,471.86
12/14/2022,Keyboard,Accessories,North,2,794,128.5
12/20/2023,Printer,Office,South,6,2142,476.19
10/13/2023,Headphones,Accessories,East,2,414,51.1
6/14/2023,Tablet,Electronics,North,3,1416,220.7
4/2/2022,Tablet,Electronics,South,3,2103,541.35
6/20/2024,Camera,Electronics,West,3,861,173.49
5/19/2024,Headphones,Accessories,West,3,2367,222.26
1/16/2023,Tablet,Electronics,South,5,2435,688.82
5/7/2023,Printer,Office,South,4,2456,163.61
7/1/2023,Laptop,Electronics,East,4,3216,962.49
7/25/2024,Smartwatch,Electronics,East,4,4324,833.11
9/27/2023,Mouse,Accessories,South,4,2628,727.87
8/12/2023,Keyboard,Accessories,West,8,8992,2018.64
7/24/2024,Laptop,Electronics,West,6,360,22.16
7/26/2022,Tablet,Electronics,South,3,2067,479.39
12/3/2024,Mouse,Accessories,South,9,3573,550.44
8/15/2023,Laptop,Electronics,South,8,1800,142.86
11/28/2023,Printer,Office,South,8,3912,334.1
8/3/2022,Headphones,Accessories,North,8,5640,747.26
9/2/2022,Tablet,Electronics,South,1,552,115.74
4/25/2022,Mouse,Accessories,South,7,1428,289.65
1/12/2022,Printer,Office,West,1,349,42.05
10/30/2022,Tablet,Electronics,North,6,6402,1366.28
6/9/2023,Monitor,Accessories,East,9,657,185.95
1/13/2023,Mouse,Accessories,West,7,5327,950.7
1/27/2024,Keyboard,Accessories,North,4,4196,1152.45
11/4/2023,Laptop,Electronics,East,4,2892,863.47
8/7/2024,Laptop,Electronics,West,9,2772,432.77
7/13/2024,Smartwatch,Electronics,North,6,4692,1044.97
12/7/2022,Mouse,Accessories,East,6,2742,334.48
1/16/2023,Smartphone,Electronics,North,8,8896,1154.96
11/21/2022,Mouse,Accessories,North,2,2344,385.19
1/26/2022,Headphones,Accessories,South,7,4186,655.53
11/14/2024,Tablet,Electronics,East,9,5238,1152.42
10/20/2022,Mouse,Accessories,North,3,2982,452.22
5/14/2024,Smartwatch,Electronics,West,4,2580,602.5
1/17/2024,Keyboard,Accessories,West,5,2675,671.6
7/30/2024,Printer,Office,East,4,2396,608.5
9/30/2024,Laptop,Electronics,West,5,1600,242.25
9/9/2023,Smartwatch,Electronics,North,4,304,34.73
5/24/2024,Keyboard,Accessories,East,9,2070,457.39
9/12/2022,Printer,Office,North,5,1230,158.23
5/29/2023,Camera,Electronics,South,6,6234,758.78
1/27/2024,Headphones,Accessories,South,2,396,46.33
8/17/2023,Mouse,Accessories,East,9,2349,244.18
7/15/2023,Headphones,Accessories,North,9,5949,626.92
1/15/2022,Printer,Office,East,7,5957,1433.85
12/4/2024,Headphones,Accessories,East,3,1989,299.79
11/19/2024,Mouse,Accessories,South,1,1138,243.36
4/15/2022,Tablet,Electronics,West,9,3321,689.64
10/3/2023,Camera,Electronics,South,4,4480,592.82
2/14/2023,Smartwatch,Electronics,East,3,1533,440.88
2/10/2024,Mouse,Accessories,East,1,109,10.35
4/7/2024,Smartphone,Electronics,South,4,2380,594.86
8/22/2022,Printer,Office,South,8,2592,432.37
12/8/2023,Laptop,Electronics,East,6,5112,1289.47
4/2/2023,Smartwatch,Electronics,North,8,9392,1753.08
10/21/2024,Laptop,Electronics,West,2,2386,381.83
12/3/2024,Smartwatch,Electronics,South,5,465,71.23
4/19/2023,Smartphone,Electronics,West,2,604,102.52
10/2/2022,Smartwatch,Electronics,East,2,2216,650.27
6/6/2023,Mouse,Accessories,East,4,1168,220.22
1/26/2022,Monitor,Accessories,South,7,4088,230.43
2/24/2022,Keyboard,Accessories,West,7,2597,152.09
8/22/2023,Smartwatch,Electronics,West,3,2151,322.03
9/8/2024,Laptop,Electronics,East,6,462,71.22
10/23/2022,Mouse,Accessories,North,7,5957,1077.86
12/13/2023,Smartphone,Electronics,West,6,6978,2028.63
10/20/2024,Headphones,Accessories,South,1,282,72.5
12/5/2023,Camera,Electronics,East,1,157,27.65
7/14/2023,Monitor,Accessories,North,8,3304,404.33
2/13/2022,Headphones,Accessories,North,3,3051,201.26
6/16/2024,Mouse,Accessories,East,9,8082,1783.55
10/14/2024,Laptop,Electronics,West,3,510,110.38
4/20/2024,Tablet,Electronics,East,8,3976,1170.36
12/26/2023,Smartphone,Electronics,East,9,828,59.99
4/5/2023,Headphones,Accessories,West,7,2457,388.11
8/2/2023,Camera,Electronics,North,4,3924,298.07
11/30/2022,Headphones,Accessories,West,2,2018,227.75
9/8/2024,Monitor,Accessories,West,3,2043,479.9
6/7/2024,Printer,Office,West,5,1035,187.12
8/12/2023,Smartwatch,Electronics,North,6,2724,675.53
5/2/2023,Camera,Electronics,East,1,1120,127.32
10/26/2024,Monitor,Accessories,North,6,3438,631.95
9/27/2022,Smartwatch,Electronics,West,5,3170,379.27
6/25/2023,Smartwatch,Electronics,East,4,660,83.96
11/5/2022,Tablet,Electronics,East,7,4669,1088.15
8/12/2022,Smartwatch,Electronics,West,5,1045,89
2/27/2022,Keyboard,Accessories,North,4,2724,229.47
9/14/2023,Headphones,Accessories,West,8,5312,1583
11/23/2024,Tablet,Electronics,West,4,4252,445.18
10/9/2024,Printer,Office,East,7,8057,1652.27
6/20/2023,Keyboard,Accessories,South,7,2023,274.25
3/16/2024,Monitor,Accessories,South,8,9416,2125.54
11/27/2023,Monitor,Accessories,East,8,7560,494.34
1/8/2023,Monitor,Accessories,West,2,828,50.07
12/7/2023,Mouse,Accessories,West,1,527,27.45
9/11/2022,Keyboard,Accessories,North,2,1160,206.49
3/29/2022,Mouse,Accessories,West,5,5430,310.86
1/15/2024,Tablet,Electronics,South,7,6874,454.53
7/12/2023,Printer,Office,East,8,8952,1825.37
6/6/2022,Mouse,Accessories,East,8,416,67.81
11/18/2023,Smartphone,Electronics,South,3,1680,140.27
8/27/2022,Mouse,Accessories,South,7,4340,383.9
1/16/2022,Laptop,Electronics,West,9,7650,2130.82
4/3/2024,Smartwatch,Electronics,West,8,6328,412.76
8/19/2022,Keyboard,Accessories,West,2,1312,344
1/21/2022,Camera,Electronics,East,9,8055,2300.17
3/19/2022,Camera,Electronics,South,2,840,153.61
3/16/2023,Tablet,Electronics,South,9,9423,2794.89
12/30/2023,Monitor,Accessories,North,8,6520,1113.12
10/20/2022,Laptop,Electronics,North,3,1950,116.12
10/16/2023,Camera,Electronics,South,6,5928,1177.2
7/29/2023,Camera,Electronics,South,7,4809,1418.72
6/4/2023,Smartphone,Electronics,West,4,356,23.4
4/28/2023,Laptop,Electronics,South,2,570,94.39
5/13/2022,Monitor,Accessories,East,7,7791,907.96
5/10/2024,Smartwatch,Electronics,East,4,4168,494.48
8/21/2023,Tablet,Electronics,North,2,684,183.85
1/5/2024,Smartphone,Electronics,East,7,3857,447.99
9/7/2024,Camera,Electronics,North,5,3250,699.99
8/3/2023,Printer,Office,North,6,1194,79.62
5/7/2023,Laptop,Electronics,West,6,3486,320.91
8/5/2022,Monitor,Accessories,West,7,1554,370.97
7/19/2024,Smartwatch,Electronics,North,3,2601,463.36
11/15/2022,Headphones,Accessories,West,4,3616,745.75
2/1/2023,Mouse,Accessories,West,5,3350,986.33
12/20/2023,Smartwatch,Electronics,South,5,2545,588.47
8/26/2024,Monitor,Accessories,East,1,545,68.28
12/19/2023,Mouse,Accessories,North,7,1470,178.85
11/30/2023,Camera,Electronics,South,3,3126,870.95
12/27/2024,Laptop,Electronics,West,3,1368,302.29
12/21/2024,Headphones,Accessories,East,9,7083,1353.39
1/28/2024,Printer,Office,East,2,1994,453.74
9/3/2022,Camera,Electronics,North,4,4716,1084.16
2/29/2024,Monitor,Accessories,South,1,975,125.85
4/21/2023,Smartphone,Electronics,West,9,9891,1774.03
5/24/2024,Smartwatch,Electronics,South,2,626,159.49
5/19/2024,Monitor,Accessories,East,8,5632,1620.04
9/10/2024,Printer,Office,West,3,2568,734.6
9/12/2023,Tablet,Electronics,East,7,5285,629.07
11/8/2023,Camera,Electronics,East,2,516,122.77
5/31/2022,Monitor,Accessories,East,3,2139,503.08
1/5/2023,Laptop,Electronics,East,9,8136,1923.89
10/25/2024,Laptop,Electronics,West,5,2130,318.99
4/1/2024,Headphones,Accessories,South,5,3445,202.15
12/16/2024,Tablet,Electronics,East,8,5376,429.84
8/5/2023,Printer,Office,West,6,3006,730.14
12/31/2022,Headphones,Accessories,North,7,3941,1113.85
3/10/2023,Monitor,Accessories,North,5,3350,389.95
5/5/2024,Printer,Office,South,3,2019,265.44
6/9/2022,Headphones,Accessories,North,8,2416,403.38
5/13/2022,Monitor,Accessories,West,8,6160,684.71
4/7/2022,Printer,Office,East,4,2796,682.65
12/19/2024,Smartwatch,Electronics,South,7,7700,1573.41
6/17/2024,Smartwatch,Electronics,West,5,2095,193.93
9/25/2024,Camera,Electronics,North,5,5990,1548.62
12/27/2024,Smartwatch,Electronics,North,2,1206,307.02
3/15/2024,Smartwatch,Electronics,South,5,1330,285.78
7/25/2022,Camera,Electronics,West,6,2706,766.68
1/14/2023,Laptop,Electronics,East,3,426,50.8
11/13/2024,Tablet,Electronics,West,1,414,50.26
6/29/2024,Laptop,Electronics,East,5,5465,546.33
5/22/2024,Tablet,Electronics,South,3,726,71.06
4/30/2022,Smartwatch,Electronics,East,1,1001,225.75
2/16/2022,Mouse,Accessories,West,9,7362,1866.65
5/14/2022,Keyboard,Accessories,East,4,2284,576.59
12/17/2022,Tablet,Electronics,East,4,2940,566.36
5/16/2023,Printer,Office,South,4,3068,868.89
8/7/2024,Smartphone,Electronics,North,3,3477,862.21
8/4/2024,Smartwatch,Electronics,West,9,4014,204.48
8/7/2024,Monitor,Accessories,North,8,7200,804.53
4/3/2024,Smartwatch,Electronics,West,3,735,134.53
1/31/2023,Monitor,Accessories,East,3,2964,446.54
3/25/2022,Camera,Electronics,West,9,3699,276.07
5/14/2022,Printer,Office,West,3,1563,221.62
7/13/2023,Mouse,Accessories,South,2,124,32.27
7/3/2023,Mouse,Accessories,North,2,416,71.68
3/7/2023,Camera,Electronics,South,8,2624,294.24
11/4/2024,Headphones,Accessories,East,4,1636,134.85
12/24/2023,Headphones,Accessories,East,8,8200,1978.93
3/10/2022,Mouse,Accessories,East,5,5615,715.58
9/30/2022,Printer,Office,East,5,3085,413.52
12/7/2024,Keyboard,Accessories,South,6,3198,913.76
2/13/2022,Camera,Electronics,West,4,1848,374.66
4/11/2023,Smartwatch,Electronics,North,4,652,116.06
11/22/2022,Mouse,Accessories,South,6,2940,609.99
5/29/2022,Headphones,Accessories,East,4,3912,454.89
10/9/2022,Tablet,Electronics,South,8,9392,891.07
10/21/2022,Monitor,Accessories,West,1,312,43.01
11/24/2023,Laptop,Electronics,East,9,7731,1459.74
6/23/2023,Tablet,Electronics,West,1,1081,229.32
8/16/2023,Smartphone,Electronics,West,6,1926,393.01
7/26/2022,Monitor,Accessories,East,3,936,88.51
12/29/2024,Laptop,Electronics,South,9,8550,1970.98
8/24/2023,Monitor,Accessories,North,4,2468,457.51
9/4/2023,Tablet,Electronics,West,3,801,90.34
1/3/2023,Laptop,Electronics,East,9,2655,701.11
11/30/2023,Smartwatch,Electronics,West,8,3928,700.38
7/11/2024,Monitor,Accessories,East,8,6488,1438.34
2/3/2024,Headphones,Accessories,West,9,7695,1749.26
7/19/2023,Headphones,Accessories,West,2,1856,468.19
4/14/2022,Smartwatch,Electronics,North,7,1519,403.63
1/19/2024,Tablet,Electronics,West,3,3549,996.05
9/12/2024,Laptop,Electronics,East,3,1656,378.84
8/24/2024,Keyboard,Accessories,North,7,812,175.55
12/25/2022,Mouse,Accessories,North,5,3730,864.41
12/24/2023,Monitor,Accessories,South,1,1161,210.87
5/18/2022,Headphones,Accessories,North,3,2256,282.52
9/28/2024,Monitor,Accessories,East,1,359,78.17
3/23/2024,Headphones,Accessories,East,2,130,11.1
9/26/2022,Mouse,Accessories,South,8,4248,831.54
10/4/2024,Camera,Electronics,South,5,1825,221.47
9/25/2024,Keyboard,Accessories,East,2,876,224.01
1/3/2023,Camera,Electronics,North,9,9180,2752.84
3/26/2024,Monitor,Accessories,West,5,1765,160.89
10/6/2022,Monitor,Accessories,South,2,1504,164.51
6/30/2022,Keyboard,Accessories,South,9,1881,430.78
1/16/2022,Keyboard,Accessories,East,9,7425,1533.72
10/16/2022,Tablet,Electronics,East,9,720,192.83
5/7/2024,Smartphone,Electronics,West,5,2985,698.22
1/4/2022,Laptop,Electronics,North,9,711,200.11
8/13/2024,Printer,Office,South,6,6276,1396.25
1/13/2023,Mouse,Accessories,East,7,7966,955.8
3/14/2023,Headphones,Accessories,East,8,4200,854.89
5/17/2024,Laptop,Electronics,East,7,455,80
10/15/2024,Keyboard,Accessories,South,8,5040,465.36
9/11/2023,Mouse,Accessories,East,1,856,87.69
7/20/2023,Monitor,Accessories,West,5,5230,385.77
3/19/2022,Laptop,Electronics,South,5,4635,769.03
12/7/2024,Laptop,Electronics,East,6,5508,360.28
6/6/2023,Smartphone,Electronics,North,1,258,27.01
7/13/2023,Smartphone,Electronics,East,1,677,88.41
7/10/2023,Monitor,Accessories,West,5,4545,755.05
9/9/2024,Smartphone,Electronics,South,5,4370,1255.36
1/6/2023,Keyboard,Accessories,East,3,372,57.51
9/5/2024,Camera,Electronics,West,9,3177,629.96
4/19/2023,Printer,Office,South,7,1659,127.48
4/20/2023,Tablet,Electronics,South,3,3360,759.31
3/2/2023,Smartphone,Electronics,West,2,1132,290.56
10/5/2024,Smartwatch,Electronics,East,5,1815,468.62
11/11/2023,Mouse,Accessories,North,1,459,125.19
11/15/2023,Smartphone,Electronics,West,1,1128,73.74
10/30/2024,Monitor,Accessories,East,6,1170,104.63
8/1/2022,Smartwatch,Electronics,North,5,4420,380.69
2/29/2024,Smartphone,Electronics,West,6,456,69.15
2/25/2024,Tablet,Electronics,North,2,1458,154.79
6/24/2024,Monitor,Accessories,West,7,2989,197.58
12/20/2024,Camera,Electronics,North,4,3424,845.68
10/14/2024,Mouse,Accessories,West,2,1226,124.25
11/16/2024,Laptop,Electronics,North,8,6760,1097.63
9/25/2023,Smartphone,Electronics,West,1,111,13.61
6/9/2023,Printer,Office,North,5,3275,222.29
9/8/2024,Headphones,Accessories,North,3,2508,498.69
9/1/2024,Keyboard,Accessories,South,8,904,202.35
9/5/2024,Printer,Office,West,3,1506,427.84
10/23/2022,Smartphone,Electronics,South,3,987,97.01
1/29/2022,Smartphone,Electronics,East,7,2968,728.94
3/17/2022,Mouse,Accessories,South,5,4200,746.86
1/16/2024,Smartwatch,Electronics,North,5,1645,313.66
11/25/2024,Printer,Office,East,3,3282,492.59
2/13/2022,Headphones,Accessories,East,9,4914,1160.45
3/30/2023,Laptop,Electronics,North,6,3924,762.96
9/12/2023,Headphones,Accessories,South,6,420,65.62
6/28/2024,Printer,Office,West,4,1544,106.02
8/29/2022,Headphones,Accessories,East,2,2046,233.47
11/22/2023,Headphones,Accessories,West,2,1548,157.48
5/10/2023,Keyboard,Accessories,North,4,3184,478.27
10/17/2024,Printer,Office,South,5,3385,774.86
10/11/2023,Monitor,Accessories,North,1,59,10.32
5/18/2024,Monitor,Accessories,South,8,5976,1016.99
1/30/2023,Mouse,Accessories,West,3,1791,122.5
1/13/2023,Smartwatch,Electronics,West,2,1644,189.32
5/17/2024,Tablet,Electronics,West,8,6584,544.62
8/3/2022,Headphones,Accessories,East,5,1620,325.87
2/6/2024,Mouse,Accessories,West,9,2736,407.22
4/11/2024,Monitor,Accessories,South,4,1064,274.47
6/18/2024,Camera,Electronics,South,7,2667,363.5
4/3/2023,Headphones,Accessories,South,3,735,217.79
12/18/2024,Laptop,Electronics,East,1,58,11.25
4/25/2023,Camera,Electronics,South,7,3136,850.3
9/17/2023,Mouse,Accessories,East,4,3936,374.34
11/23/2022,Smartphone,Electronics,East,9,6102,947.91
5/17/2024,Smartphone,Electronics,North,8,9408,552.44
12/14/2022,Mouse,Accessories,South,9,7875,1243.56
10/13/2024,Keyboard,Accessories,North,9,9900,576.8
10/16/2024,Keyboard,Accessories,North,2,430,114.91
9/18/2023,Mouse,Accessories,South,3,813,238.1
12/9/2023,Camera,Electronics,South,4,4176,980.11
10/2/2023,Camera,Electronics,South,4,3084,348.38
3/31/2022,Mouse,Accessories,West,7,8008,1593.65
6/12/2024,Smartwatch,Electronics,South,4,4608,963.5
6/16/2024,Headphones,Accessories,West,4,4356,614.62
9/4/2023,Printer,Office,South,1,566,169.17
12/2/2022,Laptop,Electronics,East,7,945,75.21
11/12/2022,Smartwatch,Electronics,North,4,2200,484.33
12/30/2024,Mouse,Accessories,North,1,746,131.25
12/6/2024,Monitor,Accessories,East,5,3505,678.18
5/26/2024,Monitor,Accessories,East,5,4795,819.12
10/20/2024,Monitor,Accessories,North,5,4590,650.05
5/4/2023,Monitor,Accessories,North,4,2092,467.02
5/9/2024,Mouse,Accessories,South,8,3568,334.13
12/7/2023,Smartphone,Electronics,West,9,10404,2028.21
12/10/2022,Printer,Office,South,9,7029,1005.58
11/21/2022,Laptop,Electronics,West,8,664,126.6
11/20/2024,Tablet,Electronics,West,3,1923,274
11/30/2022,Printer,Office,West,7,2471,566.51
1/3/2024,Smartphone,Electronics,North,2,258,64.12
10/29/2024,Smartwatch,Electronics,East,9,1134,267.26
9/24/2024,Headphones,Accessories,East,5,855,238.83
4/9/2024,Smartwatch,Electronics,West,9,3231,670.85
9/5/2024,Tablet,Electronics,South,7,3591,266.59
2/3/2024,Camera,Electronics,East,2,254,20.48
3/17/2023,Smartphone,Electronics,South,5,5930,1193.32
7/15/2024,Headphones,Accessories,West,2,1344,297.99
3/20/2023,Laptop,Electronics,East,1,920,98.31
8/28/2022,Printer,Office,North,9,5454,385.51
12/1/2022,Laptop,Electronics,West,8,9512,663.23
1/21/2023,Mouse,Accessories,North,4,2972,827.46
5/23/2024,Smartwatch,Electronics,West,3,3360,465.02
10/24/2022,Tablet,Electronics,West,4,1004,240.13
12/25/2024,Headphones,Accessories,West,2,1944,332.55
9/18/2023,Monitor,Accessories,East,5,5055,1200.09
7/18/2022,Smartwatch,Electronics,West,2,128,8.33
3/9/2024,Smartphone,Electronics,East,3,633,163.03
12/14/2022,Printer,Office,South,3,2523,506.7
11/6/2023,Printer,Office,West,1,196,39.6
2/11/2022,Printer,Office,East,9,4212,552.96
3/28/2024,Monitor,Accessories,North,1,63,17.29
7/2/2023,Mouse,Accessories,South,8,2752,394.66
11/11/2024,Mouse,Accessories,West,3,1989,419.61
3/9/2024,Laptop,Electronics,East,8,8032,466.19
1/21/2022,Tablet,Electronics,South,6,3702,407.34
10/17/2022,Smartwatch,Electronics,East,8,456,90.24
